"id","name","neighbourhood_group_cleansed","neighbourhood_cleansed","property_type","room_type","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","bedrooms","beds","price"
98663,"Groovy NYC Chelsea Pad","Manhattan","Chelsea","Entire rental unit","Entire home/apt",19,4.81,4.78,4.44,4.94,5,4.67,4.83,1,1,130
99662,"Your Cozy Home - Center of New York","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",28,4.28,4.25,4.04,4.68,4.75,4.68,4.32,1,1,135
100186,"Large Brand New Park Slope 1BR","Brooklyn","Gowanus","Entire rental unit","Entire home/apt",109,4.93,4.97,4.92,4.96,4.95,4.79,4.89,1,1,130
100368,"Greenwich Village Brownstone -- Huge Private Deck","Manhattan","Chelsea","Entire rental unit","Entire home/apt",35,4.84,4.82,4.68,4.88,4.91,5,4.67,1,1,222
101053,"Colorful Artistic Williamsburg Apt w/ 3 Bedrooms","Brooklyn","Williamsburg","Private room in rental unit","Private room",38,4.9,4.81,4.48,4.97,4.97,4.52,4.58,3,3,180
103161,"Cozy+well equipped top fl apt - PRIME Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",140,4.78,4.89,4.9,4.88,4.94,4.88,4.54,1,2,310
106363,"Bright Room With A Great River View","Manhattan","Harlem","Private room in rental unit","Private room",427,4.85,4.82,4.77,4.93,4.93,4.63,4.84,1,1,74
106647,"Tree lined block modern apartment","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",115,4.88,4.92,4.78,4.89,4.91,4.8,4.82,2,2,145
107630,"Sweet Historic Greenpoint Duplex","Brooklyn","Greenpoint","Entire residential home","Entire home/apt",295,4.73,4.71,4.69,4.88,4.87,4.88,4.64,1,2,175
112100,"Sunny 3BR Apt Ideal for Family","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",3,4.5,5,5,5,5,4.67,5,3,4,165
112304,"Cozy Private Room in West Harlem!","Manhattan","Harlem","Private room in rental unit","Private room",1,5,5,4,5,5,4,5,1,1,90
112435,"ALL ABOUT A VERY COMFORTABLE ROOM..","Brooklyn","Fort Greene","Private room in residential home","Private room",177,4.62,4.7,4.74,4.78,4.71,4.85,4.68,1,1,95
113265,"Brooklyn- Crown Heights Garden Apt.","Brooklyn","Crown Heights","Private room in rental unit","Private room",270,4.75,4.86,4.83,4.86,4.8,4.51,4.82,1,1,55
114123,"Large Park Slope Townhouse Duplex","Brooklyn","South Slope","Entire residential home","Entire home/apt",34,4.5,4.39,3.93,4.61,4.89,4.64,4.26,3,3,235
115535,"Sun-Drenched Hamilton Hts Jewel","Manhattan","Harlem","Private room in rental unit","Private room",34,4.76,4.88,4.64,4.94,4.88,4.7,4.85,1,1,65
115748,"1 BDRM Apt-Weekend Sublease","Queens","Astoria","Entire rental unit","Entire home/apt",34,4.57,4.66,4.38,4.87,4.87,4.87,4.52,1,1,85
118061,"Style in Stuyvesant Heights","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",86,4.8,4.86,4.87,4.95,4.97,4.34,4.72,2,2,95
121861,"Park Slope Apt:, Spacious 2 bedroom","Brooklyn","Park Slope","Entire rental unit","Entire home/apt",26,4.96,5,4.92,4.84,4.92,4.88,4.92,2,2,165
125163,"Authentic New York City Living","Brooklyn","Bedford-Stuyvesant","Private room in residential home","Private room",54,4.89,4.91,4.89,4.91,4.93,4.76,4.89,1,1,99
126443,"Massive Duplex, 2BR & 2BTH East Village 9+ Guests","Manhattan","East Village","Entire townhouse","Entire home/apt",472,4.29,4.21,4.39,4.57,4.45,4.78,4.29,2,4,349
126816,"Gorgeous Upper West Side Apartment","Manhattan","Upper West Side","Private room in rental unit","Private room",3,3.67,3.33,3,4.67,4.33,5,4.33,1,1,85
127387,"Luxe, Spacious 2BR 2BA Nr Trains","Brooklyn","Gowanus","Entire rental unit","Entire home/apt",3,5,5,5,5,5,4.67,5,2,2,260
132516,"Forest Hills 1 bedroom / 20 mins to midtown.","Queens","Forest Hills","Entire rental unit","Entire home/apt",54,4.72,4.83,4.87,5,4.89,4.81,4.61,1,1,120
134934,"Prime Williamsburg Apartment","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",27,4.58,4.64,4.44,4.96,4.8,4.92,4.44,1,1,250
135393,"Private, spacious room in Brooklyn","Brooklyn","East Flatbush","Private room in rental unit","Private room",292,4.73,4.69,4.66,4.85,4.93,4.34,4.7,1,1,55
135465,"Garden apartment close to Manhattan","Brooklyn","Fort Greene","Entire rental unit","Entire home/apt",115,4.8,4.88,4.68,4.93,4.92,4.96,4.65,1,1,170
136493,"Historical home w/ exceptional space, light & art","Brooklyn","Park Slope","Entire residential home","Entire home/apt",29,4.93,4.96,4.79,5,5,4.97,4.83,3,3,275
139624,"Spacious,Sunny, private one bedroom","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",80,4.36,4.66,4.22,4.47,4.55,4.23,4.24,1,1,73
140973,"East Village Charmer","Manhattan","East Village","Entire rental unit","Entire home/apt",78,4.68,4.79,4.71,4.78,4.9,4.36,4.53,2,3,185
144148,"1 Bdrm in 4 Bdrm dupelx/roof deck","Manhattan","East Village","Private room in rental unit","Private room",32,4.53,4.63,4.03,4.84,4.94,4.88,4.5,1,1,67
145064,"The Heart of Prime Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",8,4.71,4.75,4.88,5,5,5,4.75,1,2,145
145801,"Chic 1BR in Chelsea by the High Line & galleries","Manhattan","Chelsea","Entire rental unit","Entire home/apt",29,4.96,4.89,4.85,4.96,5,4.96,4.85,1,1,295
148201,"NYC - Sunny Greenwich Village 1br","Manhattan","West Village","Entire rental unit","Entire home/apt",18,4.88,4.87,4.75,4.94,4.88,4.88,4.81,1,1,175
148259,"Garage Studio Designer Loft","Brooklyn","Williamsburg","Entire residential home","Entire home/apt",84,4.88,4.91,4.84,4.93,4.9,4.95,4.81,2,2,300
148825,"Best City Area Columbia U Upper West Side C Park","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",244,4.73,4.78,4.48,4.93,4.91,4.8,4.7,2,2,150
149210,"Windsor Terrace/Kensington","Brooklyn","Windsor Terrace","Entire rental unit","Entire home/apt",4,5,5,3,5,5,5,5,2,5,150
150804,"Colorful 2+ Bedroom Apt. on NYC's Lower East Side","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",34,4.97,4.91,4.85,4.94,4.97,4.88,4.85,2,3,250
150989,"Sunlit 1 bedroom apt: Williamsburg, Brooklyn","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",18,4.94,4.89,4.78,4.78,4.83,4.94,4.83,1,1,160
151199,"Clean Astoria-Private Home NYC","Queens","Astoria","Entire residential home","Entire home/apt",479,4.85,4.8,4.77,4.96,4.97,4.87,4.85,2,2,149
152263,"Cozy apartment in a brownstone","Manhattan","Harlem","Entire rental unit","Entire home/apt",266,4.84,4.79,4.87,4.88,4.9,4.72,4.78,2,6,300
153780,"Private E. Village Townhouse Stay","Manhattan","East Village","Private room in guest suite","Private room",194,4.88,4.93,4.93,4.94,4.93,4.95,4.8,1,1,175
154934,"Harlem/Hamilton Heights Cozy Room","Manhattan","Harlem","Private room in rental unit","Private room",38,4.42,4.71,4.03,4.79,4.79,4.15,4.42,1,1,75
157673,"Large  Loft Style  Studio  Space","Brooklyn","Bedford-Stuyvesant","Entire loft","Entire home/apt",92,4.44,4.5,4.34,4.74,4.77,3.68,4.25,1,1,65
158061,"Hancock Town House!-Stuyvesant Mews","Brooklyn","Bedford-Stuyvesant","Private room in residential home","Private room",27,4.54,4.75,4.79,4.92,4.84,3.84,4.5,1,1,165
158176,"Entire Apt in Heart of Williamsburg","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",141,4.74,4.66,4.42,4.88,4.96,4.99,4.6,1,1,158
159749,"Purple Room for 2/3 in brownstone $1450 per month","Brooklyn","Bedford-Stuyvesant","Private room in townhouse","Private room",76,4.76,4.79,4.45,4.95,4.95,4.61,4.75,1,2,81
159815,"Red Room for two in Brownstone for $1355/mo","Brooklyn","Bedford-Stuyvesant","Private room in townhouse","Private room",52,4.88,4.9,4.71,5,4.98,4.9,4.88,1,1,81
159913,"Chelsea living, 2BR best location","Manhattan","Chelsea","Private room in rental unit","Private room",27,4.92,4.88,4.81,4.88,4.85,4.96,4.81,1,2,150
163814,"☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5","Manhattan","East Village","Entire rental unit","Entire home/apt",376,4.07,4.1,4.35,4.61,4.45,4.77,4.13,1,4,132
166006,"Nice Manhattan Apt Near Central Park and Subway","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",189,4.64,4.67,4.56,4.75,4.82,4.52,4.62,2,3,250
166983,"3 BR, Beautiful Brooklyn Duplex","Brooklyn","Carroll Gardens","Entire rental unit","Entire home/apt",6,4.83,4.67,4.83,5,5,4.67,4.33,3,4,350
168123,"Sunny, quiet, legal homelike suite-Pk Slope South","Brooklyn","Windsor Terrace","Entire guest suite","Entire home/apt",111,4.58,4.6,4.41,4.87,4.89,4.69,4.53,1,1,95
169306,"Affordable & Cozy","Bronx","University Heights","Private room in residential home","Private room",144,4.44,4.56,4.32,4.75,4.6,4.16,4.62,1,1,40
169464,"Creative Vintage Loft in S. Williamsburg","Brooklyn","Williamsburg","Entire loft","Entire home/apt",98,4.64,4.63,4.22,4.97,4.87,4.59,4.64,1,2,85
170420,"The Happy home!","Manhattan","East Harlem","Entire rental unit","Entire home/apt",15,5,4.79,4.93,4.93,5,4.43,4.86,1,1,79
170761,"Fort Greene, Brooklyn: Front Bedroom","Brooklyn","Fort Greene","Private room in rental unit","Private room",74,4.89,4.92,4.89,4.92,4.96,5,4.91,1,1,85
172499,"Beautiful UES Family Apartment","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",26,4.74,4.88,4.67,5,4.96,4.92,4.7,3,3,250
173151,"spacious room","Brooklyn","Greenpoint","Private room in rental unit","Private room",262,4.81,4.84,4.83,4.89,4.88,4.89,4.83,1,1,78
176653,"East Village bedroom w rooftop","Manhattan","East Village","Private room in rental unit","Private room",43,4.66,4.54,4.62,4.82,4.69,4.85,4.49,1,1,100
177606,"Spacious Junior One Near NYU Hospital/Reduced $","Manhattan","Kips Bay","Private room in condominium (condo)","Private room",109,4.75,4.9,4.85,4.97,4.96,4.62,4.66,1,1,199
179670,"High-end doorman bldg in the LES","Manhattan","East Village","Private room in condominium (condo)","Private room",120,4.89,4.94,4.9,4.93,4.97,4.78,4.83,1,1,150
182095,"Historic classic central gay Village clean NYU","Manhattan","West Village","Entire rental unit","Entire home/apt",67,4.71,4.68,4.49,4.72,4.81,4.93,4.77,2,2,165
182177,"A PRIVATE FLAT / APARTMENT- $SPECIAL$","Bronx","Allerton","Entire rental unit","Entire home/apt",312,4.66,4.78,4.67,4.89,4.85,4.44,4.69,1,2,150
187986,"Comfort at Crossroads of Downtown","Manhattan","Chelsea","Entire rental unit","Entire home/apt",2,4.5,4,3.5,5,5,5,4,2,2,250
188674,"UNION SQUARE/ E. VILL 1BR BEAUTIFUL","Manhattan","East Village","Entire rental unit","Entire home/apt",63,4.87,4.74,4.75,4.9,4.92,4.95,4.82,1,1,165
189135,"Hell's Kitchen Funky 80s Hideaway!","Manhattan","Hell's Kitchen","Private room in rental unit","Private room",101,4.68,4.66,4.75,4.94,4.92,4.75,4.58,1,1,106
189181,"Room in Chic Modern High Line Luxury- New!","Manhattan","Chelsea","Private room in condominium (condo)","Private room",1,4,5,4,5,5,5,5,1,2,282
189732,"Family & Friends In New York City","Brooklyn","East New York","Entire residential home","Entire home/apt",248,4.81,4.87,4.62,4.97,4.95,4.49,4.79,3,5,179
189787,"Spacious & Comfy BK Brownstone","Brooklyn","Crown Heights","Entire rental unit","Entire home/apt",103,4.64,4.78,4.56,4.9,4.94,4.48,4.62,1,1,108
190267,"Large Luxury Upper East Side Studio","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",42,4.92,5,4.97,4.97,5,4.86,4.69,1,1,179
190968,"Lovely Brooklyn Brownstone 1BR!","Brooklyn","Prospect Heights","Entire rental unit","Entire home/apt",37,4.77,4.86,4.66,4.89,4.94,4.94,4.77,1,1,175
190974,"Beautiful Grdn. Apt. in Park Slope","Brooklyn","Park Slope","Entire rental unit","Entire home/apt",234,4.64,4.8,4.56,4.89,4.89,4.94,4.68,1,2,130
195123,"Cheerful, comfortable room","Manhattan","Washington Heights","Private room in rental unit","Private room",232,4.6,4.65,4.14,4.89,4.87,4.46,4.61,1,1,75
195233,"Precautions You Didn't Think Of? By Prospect Park!","Brooklyn","Prospect-Lefferts Gardens","Private room in rental unit","Private room",59,4.71,4.71,4.8,4.81,4.85,4.71,4.75,1,1,50
195240,"Covid Clean since '11!","Brooklyn","Prospect-Lefferts Gardens","Private room in rental unit","Private room",83,4.65,4.7,4.8,4.71,4.71,4.61,4.57,1,1,60
195989,"Sunny, Large, Park Slope Bedroom","Brooklyn","Park Slope","Private room in rental unit","Private room",216,4.93,4.92,4.93,4.93,4.96,4.95,4.9,1,1,105
197753,"Large room in elevator drman bldg","Manhattan","Harlem","Private room in rental unit","Private room",320,4.73,4.8,4.73,4.85,4.83,4.48,4.77,1,1,68
197942,"Private, Comfy, Cozy, Brooklyn close to Manhattan","Brooklyn","Bedford-Stuyvesant","Entire townhouse","Entire home/apt",235,4.81,4.83,4.83,4.88,4.9,4.47,4.73,2,2,169
198028,"#7 train at your door/ next stop MIDTOWN","Queens","Ditmars Steinway","Shared room in loft","Shared room",16,4.87,4.47,4.87,4.93,4.87,4.8,4.93,1,2,50
200955,"Stylish East Village Flat","Manhattan","Stuyvesant Town","Entire rental unit","Entire home/apt",22,4.44,4.55,4.05,4.8,4.75,4.9,4.4,1,1,125
201992,"Serene Park Slope Garden Apartment","Brooklyn","Park Slope","Entire rental unit","Entire home/apt",106,4.84,4.89,4.96,4.94,4.91,4.97,4.74,1,2,190
202273,"Cozy and spacious - rare for NYC!","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",72,4.41,4.37,4.47,4.62,4.83,4.04,4.45,1,1,55
203901,"Beautiful UES apartment","Manhattan","Upper East Side","Entire rental unit","Entire home/apt",8,5,5,5,5,4.88,4.75,4.88,1,1,190
205485,"Ideal Brooklyn Brownstone Apartment","Brooklyn","Bedford-Stuyvesant","Entire residential home","Entire home/apt",135,4.88,4.86,4.95,4.98,4.96,4.48,4.78,1,1,145
206772,"Williamsburg Exposed Brick Loft","Brooklyn","Williamsburg","Entire loft","Entire home/apt",42,4.88,4.95,4.88,4.95,4.93,4.71,4.78,1,1,190
206957,"Bright Modern Charming Housebarge","Brooklyn","Sheepshead Bay","Entire residential home","Entire home/apt",129,4.61,4.51,4.51,4.86,4.87,4.26,4.69,1,2,95
208148,"Central Bedford Avenue Apartment","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",14,4.82,4.58,4.83,5,5,5,4.83,1,1,185
208889,"Welcome to Brooklyn! Bed-Stuy","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",55,4.56,4.78,4.09,4.82,4.85,4.55,4.55,2,2,70
209310,"Subway, City Views, Elevator, Large Private Room","Queens","Sunnyside","Private room in rental unit","Private room",285,4.89,4.89,4.91,4.93,4.94,4.82,4.85,1,2,52
211078,"Greenpoint Waterfront Loft","Brooklyn","Greenpoint","Entire rental unit","Entire home/apt",228,4.83,4.9,4.82,4.93,4.84,4.73,4.77,1,1,185
212544,"Quiet One Bedroom in Park Slope","Brooklyn","Gowanus","Entire rental unit","Entire home/apt",9,4.67,4.44,4.67,5,5,4.22,4.44,1,1,100
213330,"Master Bedroom - Unbelievably RARE Penthouse Oasis","Manhattan","Lower East Side","Private room in rental unit","Private room",39,4.97,4.95,4.92,4.95,4.97,4.87,4.85,1,1,220
214917,"New Clean Spacious Bed & Breakfast","Staten Island","Emerson Hill","Entire guest suite","Entire home/apt",2,5,5,5,4,4,5,5,1,2,76
215560,"Sunny, calm room in Victorian home","Brooklyn","Bedford-Stuyvesant","Private room in residential home","Private room",191,4.73,4.88,4.74,4.85,4.87,4.39,4.69,1,1,85
216080,"Spacious & Sunny Safe Haven","Brooklyn","Fort Greene","Private room in townhouse","Private room",104,4.88,4.91,4.91,4.92,4.86,4.92,4.76,1,1,175
219066,"Wonderful Studio In Brooklyn, NY!!!","Brooklyn","Bensonhurst","Entire rental unit","Entire home/apt",28,4.86,4.85,4.62,4.88,4.96,4.73,4.73,1,1,110
219922,"Lovely Bdr in Harlem, Manhattan","Manhattan","Harlem","Private room in townhouse","Private room",37,4.75,4.89,4.69,4.83,4.83,4.33,4.64,1,2,90
220563,"Lovely HUGE Master Bed + Study","Brooklyn","Bedford-Stuyvesant","Private room in rental unit","Private room",59,4.72,4.58,4.42,4.59,4.83,4.19,4.51,1,1,75
220946,"Newly Reno’d Chic Quiet Exec 1BR","Manhattan","East Village","Entire condominium (condo)","Entire home/apt",154,4.56,4.67,4.64,4.59,4.75,4.43,4.41,1,1,99
222304,"BEST DEAL IN CHELSEA 1 bdrm NYC","Manhattan","Chelsea","Entire rental unit","Entire home/apt",35,4.79,4.94,4.74,4.89,4.97,5,4.71,1,1,75
222913,"Cozy two bedroom in L.E.S.","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",225,4.67,4.82,4.76,4.91,4.87,4.4,4.65,2,2,220
224004,"Artsy Loft-like Harlem Apartment","Manhattan","Harlem","Private room in rental unit","Private room",68,4.61,4.6,4.35,4.88,4.93,4.54,4.53,1,1,80
225306,"Charming room in Victorian home","Brooklyn","Bedford-Stuyvesant","Private room in residential home","Private room",149,4.83,4.9,4.81,4.84,4.9,4.54,4.74,1,1,75
225354,"charming alcove studio with balcony","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",11,4.8,4.91,4.27,5,4.55,4.91,4.64,1,1,140
225976,"Cozy multi-leveled apartment!","Staten Island","Shore Acres","Entire rental unit","Entire home/apt",88,4.54,4.72,4.62,4.94,4.94,4.46,4.59,1,1,75
226021,"Sunny 2 bdrm W'burg Duplex w/ 3 beds. 5* superhost","Brooklyn","Williamsburg","Entire rental unit","Entire home/apt",184,4.92,4.93,4.95,4.96,4.98,4.92,4.85,2,3,205
227495,"Great studio apt near Central Park","Manhattan","Upper West Side","Entire rental unit","Entire home/apt",103,4.57,4.76,4.13,4.51,4.75,4.91,4.62,1,2,110
227715,"SLEEP 4 APARTMENT  IN BROOKLYN","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",257,4.59,4.6,4.75,4.76,4.69,4.34,4.55,2,2,80
228317,"Your Haven Awaits At ""Emma's Place""","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",91,4.9,4.94,4.98,4.99,4.99,4.26,4.79,1,2,130
228925,"Beautiful Brownstone","Brooklyn","Bedford-Stuyvesant","Entire residential home","Entire home/apt",11,4.63,4.88,4.63,5,5,4.75,5,1,2,100
230321,"Entire place-Subway around the corner","Brooklyn","Bedford-Stuyvesant","Entire rental unit","Entire home/apt",43,4.67,4.59,3.9,4.69,4.9,4.64,4.44,1,1,99
230877,"Monthly Apartment Rental","Manhattan","East Harlem","Entire rental unit","Entire home/apt",117,4.9,4.96,4.99,4.96,4.95,4.65,4.81,1,1,100
231154,"(D) BIG DEAL","Queens","Jamaica","Private room in residential home","Private room",31,4.18,3.89,4.25,4.11,4,3.64,3.93,1,1,75
233638,"rooms for rent in Queens with piano","Queens","Ridgewood","Private room in rental unit","Private room",20,4.74,4.44,3.78,4.83,5,4.39,4.56,1,2,75
234330,"Bright + Near Central Park + Columbia University!","Manhattan","Harlem","Entire rental unit","Entire home/apt",76,4.12,3.89,3.6,4.64,4.77,4.58,4.17,2,2,79
234870,"Private Room With GREAT Location","Queens","Long Island City","Private room in rental unit","Private room",65,4.73,4.69,4.64,4.82,4.94,4.9,4.74,1,2,50
235281,"Modern Luxury Apt- Lower East Side","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",21,4.88,4.72,4.67,4.83,5,4.83,4.61,1,1,180
235515,"Welcoming Small Comfortable Room!","Queens","Richmond Hill","Private room in residential home","Private room",71,4.74,4.75,4.69,4.8,4.85,4.43,4.69,1,1,51
235552,"HUGE Sunny Duplex Loft with Garden","Brooklyn","South Slope","Entire loft","Entire home/apt",38,4.92,4.84,4.95,4.97,4.95,4.97,4.81,3,3,300
235651,"LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!","Manhattan","Chelsea","Private room in rental unit","Private room",86,4.88,4.89,4.71,4.99,4.94,4.99,4.81,1,1,110
235951,"Stylish Studio with exclusive Terrace","Manhattan","Midtown","Entire condominium (condo)","Entire home/apt",151,4.69,4.78,4.67,4.83,4.89,4.86,4.63,1,1,160
235960,"LES private apt, 1 bedroom & more","Manhattan","Lower East Side","Entire rental unit","Entire home/apt",105,4.68,4.64,4.12,4.85,4.89,4.8,4.43,1,1,150
236671,"Williamsburg Garden Home, 5 minutes from Manhattan","Brooklyn","Williamsburg","Entire residential home","Entire home/apt",165,4.78,4.81,4.84,4.86,4.86,4.98,4.73,1,2,160
239733,"Astoria Garden Suite","Queens","Ditmars Steinway","Entire guesthouse","Entire home/apt",53,4.86,4.89,4.89,4.91,4.94,4.71,4.79,1,1,78
239934,"Designer's 2 BR in the heart of the East Village","Manhattan","East Village","Entire rental unit","Entire home/apt",43,4.68,4.62,4.31,4.79,4.95,4.67,4.4,2,2,340
